,Unix_time,hv_qber,pm_qber,qber,Additional_data
0,1744717456.3674636,0.28940677867997694,0.7833198694938289,0.5904855211983399,"[None, None, None, None]"
1,1744717456.7529333,0.28838872431337403,0.7838520601716216,0.590589581920639,[1000 1000 1000 1000]
2,1744717457.18661,0.46870896989620625,0.7739656899713975,0.6398089510604177,[ 850 1000 1150 1000]
3,1744717457.6140301,0.5027406252918548,0.7440987642562391,0.6349925618802582,[ 700 1000 1300 1000]
4,1744717458.0475347,0.5384445894216539,0.7120684497668797,0.6312543279181777,[ 550 1000 1450 1000]
5,1744717458.4626942,0.5848593101032271,0.6842419408129855,0.6364933016858637,[ 400 1000 1600 1000]
6,1744717458.8624127,0.6325301182238996,0.65914512817631,0.6459747094348604,[ 250 1000 1750 1000]
7,1744717459.3100863,0.6918294824446555,0.6395246036506833,0.6661905701277238,[ 100 1000 1900 1000]
8,1744717459.7106707,0.7523205768537177,0.62557614886641,0.6918568379325448,[ -50 1000 2050 1000]
9,1744717460.0793824,0.7242696603172326,0.663491750725072,0.6945458387091022,[-200 1000 1900 1000]
10,1744717460.5806768,0.7580752924639775,0.6676158669793939,0.7142790403221254,[-350 1000 2050 1000]
11,1744717461.0259826,0.8212100582054472,0.6671568616985776,0.7481591534591048,[-500 1000 2200 1000]
12,1744717461.4440973,0.8836387692342194,0.6753320672860234,0.786413019856163,[-650 1000 2350 1000]
13,1744717461.8662667,0.9445454511107438,0.6918587954587448,0.8278993604501769,[-800 1000 2500 1000]
14,1744717462.2876227,0.990352142825462,0.7156659754066198,0.8639951258987786,[-950 1000 2650 1000]
15,1744717462.7054634,0.990352142825462,0.7493825929082168,0.8781718616970219,[-1100  1000  2800  1000]
16,1744717463.100151,0.990352142825462,0.7630747965059014,0.8840476547849405,[-950  850 2950 1000]
17,1744717463.500513,0.990352142825462,0.7630747965059014,0.8840476547849405,[-1100   850  3100  1000]
18,1744717463.9344258,0.990352142825462,0.8320999986686402,0.9146550646509685,[-1250   850  3250  1000]
19,1744717464.3793778,0.9900118868394315,0.8706999986068801,0.932266599116742,[-1400   850  3400  1000]
20,1744717464.7921486,0.9466167138501832,0.9047667328117376,0.9259281947708866,[-1550   850  3550  1000]
21,1744717465.2333312,0.8991754971998096,0.93032827879879,0.9148844957417421,[-1700   850  3700  1000]
22,1744717465.672044,0.8366314833949066,0.9482658944920757,0.8941924976380695,[-1850   850  3850  1000]
23,1744717466.058749,0.7882217060943308,0.9261650176700987,0.8599636904876019,[-1700   700  4000  1000]
24,1744717466.46033,0.7339596673365365,0.9177833738353114,0.8309702505400798,[-1850   700  4150  1000]
25,1744717466.8287272,0.6978171870929798,0.9347847984117975,0.8248549708718932,[-1850   850  4150   850]
26,1744717467.2698293,0.6486123521983442,0.9206222562096176,0.7963175629272393,[-2000   850  4300   850]
27,1744717467.6647732,0.4379024817520884,0.9206222562096176,0.7208688931259014,[-2150   850  4450   850]
28,1744717468.1042607,0.5539947302756989,0.8506448051974091,0.7178115162710133,[-2300   850  4600   850]
29,1744717468.4954236,0.6297648915598635,0.8397539316825269,0.7422231754727375,[-2450   700  4450  1000]
30,1744717468.9410467,0.6224489773826123,0.8075641766685256,0.7209724782829693,[-2600   700  4600  1000]
31,1744717469.3477726,0.6147577070845542,0.7404868607216988,0.6805320820216101,[-2750   700  4750  1000]
32,1744717469.7552278,0.6177053490677635,0.2913793093501189,0.482939851422659,[-2900   700  4900  1000]
33,1744717470.1664784,0.6304153617492976,0.6507968117118775,0.640687138338145,[-3050   700  5050  1000]
34,1744717470.4894981,0.6528704916675727,0.9564094910830553,0.8188281240663411,"[None, None, None, None]"
35,1744717470.877216,0.6520187351255186,0.9570533835060292,0.81886494913234,"[0, 0, 0, 0]"
36,1744717471.2939117,0.6573951411659332,0.9565044671991986,0.8206915277376148,"[-150, 0, 150, 0]"
37,1744717471.7030194,0.6643744430723177,0.9539649524538719,0.8220226673024201,"[-300, 0, 300, 0]"
38,1744717472.12459,0.6695010045397144,0.9529470019566962,0.8235106506955274,"[-450, 0, 450, 0]"
39,1744717472.5410633,0.6703960593586177,0.9501835848761601,0.8222772407684873,"[-600, 0, 600, 0]"
40,1744717472.9455454,0.6614928074449018,0.9460406431938483,0.8162614877831638,"[-750, 0, 750, 0]"
41,1744717473.357733,0.654400352367456,0.9396423970133087,0.80968131244446,"[-900, 0, 900, 0]"
42,1744717473.800888,0.6448099554752258,0.9363415803026235,0.8039015591736268,"[-1050, 0, 1050, 0]"
43,1744717474.183361,0.6268124001719835,0.9262481448522029,0.7908316542891761,"[-1200, 0, 1200, 0]"
44,1744717474.5837276,0.6030095132444895,0.9161972512442776,0.7755765198389278,"[-1350, 0, 1350, 0]"
45,1744717475.0061262,0.5764104821806824,0.9024390229528099,0.7571807030411528,"[-1500, 0, 1500, 0]"
46,1744717475.4370158,0.5516250256851646,0.8899628964812141,0.7403796749220599,"[-1650, 0, 1650, 0]"
47,1744717475.86373,0.5164329517390606,0.8715879643548563,0.7163688202490952,"[-1800, 0, 1800, 0]"
48,1744717476.2602088,0.4801508077883316,0.7710843318441102,0.6423067199692313,"[-1950, 0, 1950, 0]"
49,1744717476.6895766,0.44136737190353137,0.8275347899363265,0.663181342294847,"[-2100, 0, 2100, 0]"
50,1744717477.1311345,0.407286921163177,0.8015689416850947,0.6357654459093945,"[-2250, 0, 2250, 0]"
51,1744717477.5409224,0.37235449604107757,0.7716613660105278,0.6058502845238412,"[-2400, 0, 2400, 0]"
